Constituency,O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
Tiruchirappalli (West),1,"Nehru, K.N.",Dravida Munnetra Kazhagam,116018,2115,118133,64.52
Tiruchirappalli (West),2,"Padmanathan, V.",All India Anna Dravida Munnetra Kazhagam,32632,392,33024,18.04
Tiruchirappalli (West),3,"Abubacker Siddiq,  M.",Makkal Needhi Maiam,10466,80,10546,5.76
Tiruchirappalli (West),4,"Abdullah Hassan Faizy, R.",SOCIAL DEMOCRATIC PARTY OF INDIA,2525,20,2545,1.39
Tiruchirappalli (West),5,"Vinodh, V.",Naam Tamilar Katchi,15637,88,15725,8.59
Tiruchirappalli (West),6,"Kalpana, T.",Independent,193,3,196,0.11
Tiruchirappalli (West),7,"Sahabudheen, A.J.",Independent,41,2,43,0.02
Tiruchirappalli (West),8,"Sudha, R.",Independent,216,6,222,0.12
Tiruchirappalli (West),9,"Sundar Rajulu, G.",Independent,40,2,42,0.02
Tiruchirappalli (West),10,"Selvaraj, D.",Independent,48,0,48,0.03
Tiruchirappalli (West),11,"Dheepan, M.",Independent,65,1,66,0.04
Tiruchirappalli (West),12,"Vasudevan, A.",Independent,211,0,211,0.12
Tiruchirappalli (West),13,"Shajahan, R.",Independent,181,0,181,0.1
Tiruchirappalli (West),14,NOTA,None of the Above,2079,38,2117,1.16
Tiruchuli,1,THANGAM THENARASU,Dravida Munnetra Kazhagam,101016,1209,102225,59.15
Tiruchuli,2,RAJASEKAR S,All India Anna Dravida Munnetra Kazhagam,41087,146,41233,23.86
Tiruchuli,3,ANANDHAJOTHI A,Naam Tamilar Katchi,13654,133,13787,7.98
Tiruchuli,4,SIVASAMY K K,Amma Makkal Munnettra Kazagam,6399,42,6441,3.73
Tiruchuli,5,THIRUMURUGAN PALANISAMY K,Puthiya Tamilagam,586,7,593,0.34
Tiruchuli,6,MANIVASAGAM S,Bahujan Dravida Party,70,0,70,0.04
Tiruchuli,7,MURUGAN S,Makkal Needhi Maiam,1338,18,1356,0.78
Tiruchuli,8,ADAIKALAM R,Independent,896,2,898,0.52
Tiruchuli,9,ARUNKUMAR V,Independent,2491,1,2492,1.44
Tiruchuli,10,INDIRA B,Independent,123,1,124,0.07
Tiruchuli,11,KALIMUTHU S,Independent,46,0,46,0.03
Tiruchuli,12,CHENNAKESAVAN P,Independent,52,0,52,0.03
Tiruchuli,13,SETHURAMALINGAM S,Independent,65,0,65,0.04
Tiruchuli,14,ADVOCATE. THANGAPANDIAN M,Independent,357,8,365,0.21
Tiruchuli,15,THIRUMURUGAN G,Independent,480,0,480,0.28
Tiruchuli,16,MALAIALAGU M,Independent,566,0,566,0.33
Tiruchuli,17,RAMATHILAGAM A,Independent,683,1,684,0.4
Tiruchuli,18,RAJANGAM C,Independent,349,0,349,0.2
Tiruchuli,19,RAJENDRAN R,Independent,137,0,137,0.08
Tiruchuli,20,HARIKRISHNAN K,Independent,108,0,108,0.06
Tiruchuli,21,NOTA,None of the Above,734,6,740,0.43
Tirukkoyilur,1,VAT.KALIVARADHAN,Bharatiya Janata Party,50887,413,51300,26.14
Tirukkoyilur,2,SIVA.PANJAVARNAM,Bahujan Samaj Party,691,5,696,0.35
Tirukkoyilur,3,K.PONMUDY,Dravida Munnetra Kazhagam,109226,1754,110980,56.56
Tirukkoyilur,4,L.VENKATESAN,Desiya Murpokku Dravida Kazhagam,13928,69,13997,7.13
Tirukkoyilur,5,SANKAR S,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,565,1,566,0.29
Tirukkoyilur,6,SENTHILKUMAR M,Indiya Jananayaka Katchi,1056,10,1066,0.54
Tirukkoyilur,7,MURUGAN S,Naam Tamilar Katchi,11567,53,11620,5.92
Tirukkoyilur,8,RAJINI VR,Naadaalum Makkal Katchi,231,0,231,0.12
Tirukkoyilur,9,KATHIRAVAN K,Independent,183,6,189,0.1
Tirukkoyilur,10,PRAKASH A,Independent,881,2,883,0.45
Tirukkoyilur,11,MAGESH M,Independent,271,5,276,0.14
Tirukkoyilur,12,MATHIVANAN S,Independent,412,0,412,0.21
Tirukkoyilur,13,VIGNESH M,Independent,1482,0,1482,0.76
Tirukkoyilur,14,JAYAVINDAN G,Independent,480,0,480,0.24
Tirukkoyilur,15,NOTA,None of the Above,2030,9,2039,1.04
Tirunelveli,1,Kalanithy,Bahujan Samaj Party,646,8,654,0.33
Tirunelveli,2,Nainar Nagenthran,Bharatiya Janata Party,91504,778,92282,46.7
Tirunelveli,3,"Lakshmanan,A.L.S.",Dravida Munnetra Kazhagam,68102,1073,69175,35.01
Tirunelveli,4,"Sathya,B.",Naam Tamilar Katchi,18986,176,19162,9.7
Tirunelveli,5,"Sundarraj,M.",Communist Party of India  (Marxist-Leninist)  (Liberation),412,3,415,0.21
Tirunelveli,6,"Mahesh Kannan,A.P.",Amma Makkal Munnettra Kazagam,8807,104,8911,4.51
Tirunelveli,7,"Esakkimuthu,P.",Independent,435,2,437,0.22
Tirunelveli,8,"Sankarasubramanian,M.",Independent,582,0,582,0.29
Tirunelveli,9,Sankar @ Sankaranarayanan,Independent,264,0,264,0.13
Tirunelveli,10,"Sivakumar,M.",Independent,1375,37,1412,0.71
Tirunelveli,11,"Murugan,R.",Independent,197,2,199,0.1
Tirunelveli,12,"Murugan,V.",Independent,339,3,342,0.17
Tirunelveli,13,"Raghavan,C.M.",Independent,318,1,319,0.16
Tirunelveli,14,Srithar Rajan,Independent,1336,6,1342,0.68
Tirunelveli,15,NOTA,None of the Above,2074,17,2091,1.06
Tirupattur,1,A. NALLATHAMBI,Dravida Munnetra Kazhagam,95067,1455,96522,51.91
Tirupattur,2,S. KALASHTHRI,All India Uzhavargal Uzhaippalargal Katchi,713,11,724,0.39
Tirupattur,3,S. SATHIYAMOORTHY,Makkal Nala Kazhagam,516,3,519,0.28
Tirupattur,4,M. SUMATHI,Naam Tamilar Katchi,12016,111,12127,6.52
Tirupattur,5,A. GNANASEKAR,Amma Makkal Munnettra Kazagam,2679,23,2702,1.45
Tirupattur,6,T.K. RAJA,Pattali Makkal Katchi,67905,377,68282,36.72
Tirupattur,7,I. ROSELIN JEEVA,Samaniya Makkal Nala Katchi,263,1,264,0.14
Tirupattur,8,A. JEYAMMA,Anaithu Makkal Puratchi Katchi,127,1,128,0.07
Tirupattur,9,R. AROCKIA JOE PRABU,Independent,437,1,438,0.24
Tirupattur,10,I. GOVINDARAJI,Independent,296,1,297,0.16
Tirupattur,11,M. NALLASIVAM,Independent,322,1,323,0.17
Tirupattur,12,R. PALANI,Independent,361,1,362,0.19
Tirupattur,13,MANITHAN,Independent,308,1,309,0.17
Tirupattur,14,G. RAJA,Independent,204,1,205,0.11
Tirupattur,15,B. VIJAYAKUMAR,Independent,1091,5,1096,0.59
Tirupattur,16,NOTA,None of the Above,1625,7,1632,0.88
Tiruppattur,1,MARUDHU ALAGURAJ,All India Anna Dravida Munnetra Kazhagam,65915,393,66308,31.46
Tiruppattur,2,KR.PERIYAKARUPPAN,Dravida Munnetra Kazhagam,102261,1421,103682,49.19
Tiruppattur,3,A.AMALAN SAVARIMUTHU,Indiya Jananayaka Katchi,856,6,862,0.41
Tiruppattur,4,K.K.UMADHEVAN,Amma Makkal Munnettra Kazagam,7396,52,7448,3.53
Tiruppattur,5,KOTTAIKUMAR,Naam Tamilar Katchi,14518,53,14571,6.91
Tiruppattur,6,M.SARASWATHI,Puthiya Tamilagam,240,1,241,0.11
Tiruppattur,7,S.MURUGAN,Anaithu Makkal Puratchi Katchi,95,1,96,0.05
Tiruppattur,8,K.VEERAPANDIAN,My India Party,143,1,144,0.07
Tiruppattur,9,G.ABDUL KISHORE BABU,Independent,84,1,85,0.04
Tiruppattur,10,ANANDHAN K,Independent,62,0,62,0.03
Tiruppattur,11,C.KANNAN,Independent,67,1,68,0.03
Tiruppattur,12,A.KARTHIKA,Independent,80,0,80,0.04
Tiruppattur,13,P.SELVARAJ,Independent,221,0,221,0.1
Tiruppattur,14,C.PARAMASIVAM,Independent,13186,16,13202,6.26
Tiruppattur,15,PALANIAPPAN,Independent,333,0,333,0.16
Tiruppattur,16,A.PARTHASARATHY,Independent,465,0,465,0.22
Tiruppattur,17,PERIYASAMY,Independent,604,1,605,0.29
Tiruppattur,18,A.MALLIKA,Independent,444,0,444,0.21
Tiruppattur,19,M.MOHAMED RABEEK,Independent,122,0,122,0.06
Tiruppattur,20,MUTHULAKSHMI,Independent,65,0,65,0.03
Tiruppattur,21,RM.MURUGESAN,Independent,69,0,69,0.03
Tiruppattur,22,K.S.K.RAJESH,Independent,352,0,352,0.17
Tiruppattur,23,P.RAJESWARI,Independent,152,0,152,0.07
Tiruppattur,24,RENUKA,Independent,56,0,56,0.03
Tiruppattur,25,J.VEERAYI,Independent,65,0,65,0.03
Tiruppattur,26,P.JEYACHANDRAN,Independent,115,0,115,0.05
Tiruppattur,27,NOTA,None of the Above,845,8,853,0.4
Tiruppur (North),1,CHANDRASEKARAN.R,Bahujan Samaj Party,474,3,477,0.2
Tiruppur (North),2,RAVI (Alias) SUBRAMANIAN . M,Communist Party of India,72679,603,73282,30.78
Tiruppur (North),3,SELVAKUMAR.M,Desiya Murpokku Dravida Kazhagam,3420,7,3427,1.44
Tiruppur (North),4,VIJEYAKUMAR.K.N,All India Anna Dravida Munnetra Kazhagam,113119,265,113384,47.62
Tiruppur (North),5,ALAGHUSUNDARAM.P,Anna Dravidar Kazhagam,591,1,592,0.25
Tiruppur (North),6,EASWARAN.S,Naam Tamilar Katchi,23061,49,23110,9.71
Tiruppur (North),7,SIVABALAN.S,Makkal Needhi Maiam,19565,37,19602,8.23
Tiruppur (North),8,SENTHILKUMAR.V,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,426,2,428,0.18
Tiruppur (North),9,DEIVASIGAMANI.K,Ezhuchi Tamilargal Munnetra Kazhagam,139,0,139,0.06
Tiruppur (North),10,UDHAYAKUMAR.S,Independent,337,5,342,0.14
Tiruppur (North),11,SENTHILKUMAR.T.N,Independent,96,0,96,0.04
Tiruppur (North),12,SENTHILKUMAR.R,Independent,131,2,133,0.06
Tiruppur (North),13,SENTHILVEL.A,Independent,301,1,302,0.13
Tiruppur (North),14,MURUGA PANDI.S,Independent,249,1,250,0.11
Tiruppur (North),15,RANGASAMY.M,Independent,365,1,366,0.15
Tiruppur (North),16,NOTA,None of the Above,2154,8,2162,0.91
Tiruppur (South),1,GUNASEKARAN. S.,All India Anna Dravida Munnetra Kazhagam,70551,275,70826,40.61
Tiruppur (South),2,CHELLAPANDY. P.,Bahujan Samaj Party,311,1,312,0.18
Tiruppur (South),3,SELVARAJ. K.,Dravida Munnetra Kazhagam,74944,591,75535,43.31
Tiruppur (South),4,ARUNKUMAR. G.,Tamil Nadu Ilangyar Katchi,554,0,554,0.32
Tiruppur (South),5,ANUSHA RAVI.,Makkal Needhi Maiam,9914,20,9934,5.7
Tiruppur (South),6,SHANMUGASUNDARAM. K.,Naam Tamilar Katchi,12870,28,12898,7.39
Tiruppur (South),7,DEIVEEGAN. K.,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,101,0,101,0.06
Tiruppur (South),8,VISHALAKCHI. A.,Amma Makkal Munnettra Kazagam,1751,6,1757,1.01
Tiruppur (South),9,ASLAM. J.,Independent,163,1,164,0.09
Tiruppur (South),10,GANESH. E.,Independent,66,0,66,0.04
Tiruppur (South),11,KADER BASHA. A.,Independent,75,1,76,0.04
Tiruppur (South),12,GUNASEKARAN. I.,Independent,38,0,38,0.02
Tiruppur (South),13,GUNASEKARAN. M.,Independent,80,0,80,0.05
Tiruppur (South),14,SARVALOGA DAYABARAN. M.A.,Independent,147,0,147,0.08
Tiruppur (South),15,SELVARAJ. A.,Independent,68,0,68,0.04
Tiruppur (South),16,SELVAN. K.,Independent,224,0,224,0.13
Tiruppur (South),17,PRAKASH. R.,Independent,264,1,265,0.15
Tiruppur (South),18,MALARVIZHI. G.,Independent,83,0,83,0.05
Tiruppur (South),19,MUTHUSAMY. K.,Independent,121,0,121,0.07
Tiruppur (South),20,VIJAYAKUMAR. A.,Independent,27,0,27,0.02
Tiruppur (South),21,NOTA,None of the Above,1133,9,1142,0.65
Tiruttani,1,G.Hari,All India Anna Dravida Munnetra Kazhagam,89704,1357,91061,39.15
Tiruttani,2,D.Krishnamoorthi,Desiya Murpokku Dravida Kazhagam,3903,25,3928,1.69
Tiruttani,3,S.Chandran,Dravida Munnetra Kazhagam,118005,2309,120314,51.72
Tiruttani,4,N.MAGENDIRAN,Bahujan Samaj Party,711,6,717,0.31
Tiruttani,5,L.AKILA,Naam Tamilar Katchi,11900,107,12007,5.16
Tiruttani,6,M.D.Thanigai Malai,Indiya Jananayaka Katchi,352,1,353,0.15
Tiruttani,7,Manikkam,All India Jananayaka Makkal Kazhagam,121,0,121,0.05
Tiruttani,8,M.Hari,Independent,365,1,366,0.16
Tiruttani,9,Chandran,Independent,59,1,60,0.03
Tiruttani,10,Chandran,Independent,46,0,46,0.02
Tiruttani,11,A.J.Suresh,Independent,174,8,182,0.08
Tiruttani,12,Shettu,Independent,147,0,147,0.06
Tiruttani,13,D.PAULRAJ,Independent,886,3,889,0.38
Tiruttani,14,V.P.Vijayan,Independent,760,8,768,0.33
Tiruttani,15,NOTA,None of the Above,1653,12,1665,0.72
Tiruvadanai,1,ANBUBAGURUDEEN N,Nationalist Congress Party,621,8,629,0.31
Tiruvadanai,2,K C ANIMUTHU,All India Anna Dravida Munnetra Kazhagam,65049,463,65512,32.46
Tiruvadanai,3,KARUMANICKAM,Indian National Congress,78415,949,79364,39.33
Tiruvadanai,4,RAMALINGAM,Bahujan Samaj Party,605,5,610,0.3
Tiruvadanai,5,ANANDH N,Amma Makkal Munnettra Kazagam,33038,388,33426,16.56
Tiruvadanai,6,ANANTHARAJ S,My India Party,399,0,399,0.2
Tiruvadanai,7,SATHYARAJ,Makkal Needhi Maiam,2189,19,2208,1.09
Tiruvadanai,8,JAWAHAR,Naam Tamilar Katchi,16403,98,16501,8.18
Tiruvadanai,9,SIKKANDAR,Independent,262,0,262,0.13
Tiruvadanai,10,SURIYA PRAKASH,Independent,385,0,385,0.19
Tiruvadanai,11,PRADEEP,Independent,163,0,163,0.08
Tiruvadanai,12,PRAVEEN,Independent,273,1,274,0.14
Tiruvadanai,13,PERUMAL,Independent,517,5,522,0.26
Tiruvadanai,14,MANI,Independent,382,0,382,0.19
Tiruvadanai,15,MANIKANDAN,Independent,410,0,410,0.2
Tiruvadanai,16,NOTA,None of the Above,765,3,768,0.38
Tiruvannamalai,1,KOTHANDAPANI,Bahujan Samaj Party,460,6,466,0.22
Tiruvannamalai,2,S THANIGAIVEL,Bharatiya Janata Party,42836,367,43203,20.69
Tiruvannamalai,3,E V VELU,Dravida Munnetra Kazhagam,134987,2889,137876,66.02
Tiruvannamalai,4,J AGNI SELVARASU,Naadaalum Makkal Katchi,545,3,548,0.26
Tiruvannamalai,5,ARUL R,Makkal Needhi Maiam,6169,77,6246,2.99
Tiruvannamalai,6,J KAMALAKKANNAN,Naam Tamilar Katchi,13894,101,13995,6.7
Tiruvannamalai,7,R CHANDRAKANTH PILLAI,New Generation People’s Party,98,3,101,0.05
Tiruvannamalai,8,S K SELVAM,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,130,1,131,0.06
Tiruvannamalai,9,A G PANCHATCHARAM,Amma Makkal Munnettra Kazagam,2088,20,2108,1.01
Tiruvannamalai,10,A NAKKEERAN,Independent,142,4,146,0.07
Tiruvannamalai,11,N PALANI,Independent,145,19,164,0.08
Tiruvannamalai,12,D MANIMARAN,Independent,152,5,157,0.08
Tiruvannamalai,13,R G VASUDEVAN,Independent,291,0,291,0.14
Tiruvannamalai,14,K VINAYAGAM,Independent,430,0,430,0.21
Tiruvannamalai,15,J JAMEEL BASHA,Independent,774,6,780,0.37
Tiruvannamalai,16,NOTA,None of the Above,2170,24,2194,1.05
Tittakudi,1,"UMANATH,  R.",Desiya Murpokku Dravida Kazhagam,4121,21,4142,2.46
Tittakudi,2,"GANESAN,  C.V.",Dravida Munnetra Kazhagam,82780,946,83726,49.78
Tittakudi,3,"PERIYASAMY,  D.",Bharatiya Janata Party,61851,312,62163,36.96
Tittakudi,4,"RAVICHANDRAN,  P.",Bahujan Samaj Party,558,1,559,0.33
Tittakudi,5,"ARULDOSS,  E.",Desiya Makkal Sakthi Katchi,219,2,221,0.13
Tittakudi,6,"KAMATCHI,  N.",Naam Tamilar Katchi,10555,36,10591,6.3
Tittakudi,7,"PRABAKARAN,  R.",Makkal Needhi Maiam,1730,15,1745,1.04
Tittakudi,8,"AYYASAMY,  S.",Independent,720,4,724,0.43
Tittakudi,9,"KARUPPAN,  M.",Independent,927,17,944,0.56
Tittakudi,10,"KAMARAJ,  K.",Independent,141,0,141,0.08
Tittakudi,11,"KOLANJINATHAN,  V.",Independent,129,1,130,0.08
Tittakudi,12,"SEENUVASAN,  C.",Independent,197,0,197,0.12
Tittakudi,13,"SUMATHI,  S.",Independent,237,1,238,0.14
Tittakudi,14,"NATARAJAN,  M.",Independent,1063,0,1063,0.63
Tittakudi,15,"PALANIAMMAL,  P.",Independent,601,0,601,0.36
Tittakudi,16,NOTA,None of the Above,995,4,999,0.59
Udhagamandalam,1,"GANESH, R.",Indian National Congress,64148,1382,65530,46.44
Udhagamandalam,2,"BHOJARAJAN, M.",Bharatiya Janata Party,59553,629,60182,42.65
Udhagamandalam,3,"Dr.SURESH BABU, S.",Makkal Needhi Maiam,4859,76,4935,3.5
Udhagamandalam,4,"LAKSHMANAN, T.",Amma Makkal Munnettra Kazagam,1250,23,1273,0.9
Udhagamandalam,5,"JAYAKUMAR, A.",Naam Tamilar Katchi,6316,65,6381,4.52
Udhagamandalam,6,"AROKIYANATHAN, B.",Independent,514,0,514,0.36
Udhagamandalam,7,"KRISHNAMURTHI, B.",Independent,249,6,255,0.18
Udhagamandalam,8,"A. SARDAR BABU, B.COM.",Independent,223,2,225,0.16
Udhagamandalam,9,"VINOTHKUMAR, M.A.",Independent,425,6,431,0.31
Udhagamandalam,10,NOTA,None of the Above,1357,19,1376,0.98
Udumalaipettai,1,"Kumar,K.",Bahujan Samaj Party,456,3,459,0.24
Udumalaipettai,2,"Thennarasu,K.",Indian National Congress,73788,1210,74998,38.59
Udumalaipettai,3,"Radhakrishnan,K.",All India Anna Dravida Munnetra Kazhagam,95953,940,96893,49.85
Udumalaipettai,4,"Krishnan,T.",Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,680,3,683,0.35
Udumalaipettai,5,"Nachammal,K.",Anaithu Makkal Arasiyal Katchi,175,2,177,0.09
Udumalaipettai,6,"Palanisamy,R.",Amma Makkal Munnettra Kazagam,1038,5,1043,0.54
Udumalaipettai,7,"Babu Ranjendra Prasad,A.",Naam Tamilar Katchi,8540,52,8592,4.42
Udumalaipettai,8,"Srinithi,V.",Makkal Needhi Maiam,8107,56,8163,4.2
Udumalaipettai,9,"Ashokkumar,S.",Independent,70,0,70,0.04
Udumalaipettai,10,"Arumugam,P.",Independent,182,2,184,0.09
Udumalaipettai,11,"Umar Ali,D.",Independent,217,7,224,0.12
Udumalaipettai,12,"Elsy,C.",Independent,124,2,126,0.06
Udumalaipettai,13,"Karthikeyan,S.",Independent,180,1,181,0.09
Udumalaipettai,14,"Dhivya,D.",Independent,785,2,787,0.4
Udumalaipettai,15,"Rajini,K.",Independent,300,0,300,0.15
Udumalaipettai,16,NOTA,None of the Above,1469,9,1478,0.76
Ulundurpettai,1,KUMARAGURU R,All India Anna Dravida Munnetra Kazhagam,108960,1235,110195,45
Ulundurpettai,2,SATHIYAMOORTHY,Bahujan Samaj Party,823,2,825,0.34
Ulundurpettai,3,MANIKANNAN A J,Dravida Munnetra Kazhagam,114344,1107,115451,47.15
Ulundurpettai,4,K.G.P.Rajamani,Amma Makkal Munnettra Kazagam,2843,5,2848,1.16
Ulundurpettai,5,KUMAR A,Indhia Kudiarasu Katchi,110,0,110,0.04
Ulundurpettai,6,CHINNAIYAN S,Makkal Needhi Maiam,673,4,677,0.28
Ulundurpettai,7,DHANAPAL P,Lok Jan Shakti Party,81,0,81,0.03
Ulundurpettai,8,Pushbamary L,Naam Tamilar Katchi,8954,46,9000,3.68
Ulundurpettai,9,VENkATESAN M,Communist Party of India  (Marxist-Leninist)  (Liberation),140,3,143,0.06
Ulundurpettai,10,RAJAMANI  K,Independent,116,1,117,0.05
Ulundurpettai,11,KATHIRVEL M,Independent,102,3,105,0.04
Ulundurpettai,12,DEEPA,My India Party,263,0,263,0.11
Ulundurpettai,13,MANI R,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,298,1,299,0.12
Ulundurpettai,14,MANIKANNAN M,Independent,2106,1,2107,0.86
Ulundurpettai,15,RAJASTALIN K,Independent,351,1,352,0.14
Ulundurpettai,16,NOTA,None of the Above,2277,3,2280,0.93
Usilampatti,1,AYYAPPAN P,All India Anna Dravida Munnetra Kazhagam,70780,475,71255,33.53
Usilampatti,2,KATHIRAVAN P V,Dravida Munnetra Kazhagam,62877,901,63778,30.01
Usilampatti,3,ARASUMAYAN M,All India Jananayaka Makkal Kazhagam,961,6,967,0.46
Usilampatti,4,IYNDHUKOVILAN G,Naam Tamilar Katchi,15089,268,15357,7.23
Usilampatti,5,THIRUSELVAM C,Puthiya Tamilagam,1149,12,1161,0.55
Usilampatti,6,BHARATH V,My India Party,372,6,378,0.18
Usilampatti,7,MAHENDRAN I,Amma Makkal Munnettra Kazagam,54758,733,55491,26.11
Usilampatti,8,ARUNKUMAR M,Independent,359,3,362,0.17
Usilampatti,9,ALAGUMURUGESAN K,Independent,155,3,158,0.07
Usilampatti,10,ARUMUGAM K,Independent,1238,9,1247,0.59
Usilampatti,11,ANANTHA KUMAR N,Independent,69,5,74,0.03
Usilampatti,12,KATHIRAVAN A,Independent,523,5,528,0.25
Usilampatti,13,Dhanasekaran T,Independent,477,1,478,0.22
Usilampatti,14,MAHENDRAN A,Independent,247,0,247,0.12
Usilampatti,15,NOTA,None of the Above,1015,17,1032,0.49
Uthangarai,1,S.Arumugam,Indian National Congress,70084,1204,71288,37.87
Uthangarai,2,T.M.TAMILSELVAM,All India Anna Dravida Munnetra Kazhagam,98973,702,99675,52.96
Uthangarai,3,NAGARAJ,Bahujan Samaj Party,718,4,722,0.38
Uthangarai,4,R.Bakyaraj,Desiya Murpokku Dravida Kazhagam,2278,13,2291,1.22
Uthangarai,5,Elangovan,Naam Tamilar Katchi,10352,72,10424,5.54
Uthangarai,6,S.Perumal,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,205,1,206,0.11
Uthangarai,7,K.Murugesan,Makkal Needhi Maiam,1239,15,1254,0.67
Uthangarai,8,T.Tamilarasan,Independent,180,1,181,0.1
Uthangarai,9,M.Thenmozhi,Independent,103,1,104,0.06
Uthangarai,10,R.Manjunathan,Independent,112,2,114,0.06
Uthangarai,11,R.Vivekanandhan,Independent,280,3,283,0.15
Uthangarai,12,C.Jayaraman,Independent,322,0,322,0.17
Uthangarai,13,NOTA,None of the Above,1354,5,1359,0.72
Uthiramerur,1,SUNDAR K,Dravida Munnetra Kazhagam,92161,1266,93427,44.38
Uthiramerur,2,SURESH D,Bahujan Samaj Party,600,2,602,0.29
Uthiramerur,3,SOMASUNDARAM V,All India Anna Dravida Munnetra Kazhagam,91127,678,91805,43.61
Uthiramerur,4,KAMACTHI.S,Naam Tamilar Katchi,11320,85,11405,5.42
Uthiramerur,5,SIVAKUMAR.A,Desiya Makkal Sakthi Katchi,134,2,136,0.06
Uthiramerur,6,SUSAIAPPAR.A,Makkal Needhi Maiam,2077,23,2100,1
Uthiramerur,7,RANJITHKUMAR.R.V,Amma Makkal Munnettra Kazagam,7181,30,7211,3.43
Uthiramerur,8,JAISUDHA.V,Republican Party of India (Athawale),82,3,85,0.04
Uthiramerur,9,AROKIASAMY.J,Independent,91,13,104,0.05
Uthiramerur,10,GUNASEKAR.V,Independent,104,0,104,0.05
Uthiramerur,11,SARAVANAN.A,Independent,298,6,304,0.14
Uthiramerur,12,SIVALINGAM.M,Independent,64,0,64,0.03
Uthiramerur,13,CHINNASWAMY.T,Independent,100,1,101,0.05
Uthiramerur,14,THANGARAJ.K,Independent,332,1,333,0.16
Uthiramerur,15,DEVARAJAN.C,Independent,140,1,141,0.07
Uthiramerur,16,PONNAMBALAM.R,Independent,752,1,753,0.36
Uthiramerur,17,MADHAVARAJ.K.V,Independent,448,0,448,0.21
Uthiramerur,18,JEEVANANTHAM.D,Independent,66,0,66,0.03
Uthiramerur,19,JAYABALAN.E,Independent,305,1,306,0.15
Uthiramerur,20,JAYARAMAN.C.A,Independent,81,1,82,0.04
Uthiramerur,21,NOTA,None of the Above,946,6,952,0.45
Valparai,1,AMULKANDASAMI T K,All India Anna Dravida Munnetra Kazhagam,71128,544,71672,49.37
Valparai,2,ARUMUGAM M,Communist Party of India,58821,628,59449,40.95
Valparai,3,MURUGARAJ M S,Desiya Murpokku Dravida Kazhagam,1327,8,1335,0.92
Valparai,4,KOHILA C,Naam Tamilar Katchi,7588,44,7632,5.26
Valparai,5,SENTHILRAJ D,Makkal Needhi Maiam,3291,23,3314,2.28
Valparai,6,RANGASAMY T M,Independent,353,2,355,0.24
Valparai,7,NOTA,None of the Above,1409,6,1415,0.97
Vandavasi,1,Ambethkumar S,Dravida Munnetra Kazhagam,100951,1113,102064,54.88
Vandavasi,2,Arjunan M,Bahujan Samaj Party,597,10,607,0.33
Vandavasi,3,Suresh S,Makkal Needhi Maiam,1678,14,1692,0.91
Vandavasi,4,Durai B,Ganasangam Party of India,360,3,363,0.2
Vandavasi,5,Prabavathi G,Naam Tamilar Katchi,9249,35,9284,4.99
Vandavasi,6,Murali S,Pattali Makkal Katchi,65617,494,66111,35.55
Vandavasi,7,Venkatesan P,Amma Makkal Munnettra Kazagam,1714,14,1728,0.93
Vandavasi,8,Manikandan K,Independent,1262,2,1264,0.68
Vandavasi,9,Muthuperumal K,Independent,136,3,139,0.07
Vandavasi,10,Murali C,Independent,406,1,407,0.22
Vandavasi,11,Vignesh S,Independent,540,6,546,0.29
Vandavasi,12,NOTA,None of the Above,1759,10,1769,0.95
Vaniyambadi,1,G.SENDHIL KUMAR,All India Anna Dravida Munnetra Kazhagam,87340,678,88018,46.33
Vaniyambadi,2,D.Ramu,Bahujan Samaj Party,715,6,721,0.38
Vaniyambadi,3,R.Sekar,All India Youth Development Party,176,3,179,0.09
Vaniyambadi,4,M.GNANA DOSS,Makkal Needhi Maiam,1843,25,1868,0.98
Vaniyambadi,5,A.J.DEVENDHIRAN,Naam Tamilar Katchi,11151,75,11226,5.91
Vaniyambadi,6,N.MOHAMMED NAYEEM,Indian Union Muslim League,82317,797,83114,43.74
Vaniyambadi,7,T.S.VAKEEL AHMED,All India Majlis-E-Ittehadul Muslimeen,1895,2,1897,1
Vaniyambadi,8,B.JAGAN,Akhil Bharat Hindu Mahasabha,351,5,356,0.19
Vaniyambadi,9,P.ABDUL WAHID,Independent,258,1,259,0.14
Vaniyambadi,10,M.SURESH,Independent,362,0,362,0.19
Vaniyambadi,11,SYED MOHAMMED SALEEM,Independent,131,2,133,0.07
Vaniyambadi,12,DELHI RAJI.S,Independent,184,2,186,0.1
Vaniyambadi,13,C.M.MOHAMMED HUSSAIN,Independent,186,0,186,0.1
Vaniyambadi,14,NOTA,None of the Above,1487,5,1492,0.79
Vanur,1,GANAPATHI P M,Desiya Murpokku Dravida Kazhagam,5430,30,5460,3
Vanur,2,CHAKRAPANI M,All India Anna Dravida Munnetra Kazhagam,91501,718,92219,50.61
Vanur,3,VINAYAGAMURTHY M,Bahujan Samaj Party,765,9,774,0.42
